scope,district_id,category,period_date,platform,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast,cancel_rate,return_rate,cancel_reasons_json,return_reasons_json,area_performance_score,area_rating,highest_rating,lowest_rating,avg_basket,avg_menu_price,avg_monthly_revenue,courier_fee,hourly_heatmap_json,negative_comment_total,negative_comment_rate,negative_avg_rating,platform_negative_distribution_json,rating_distribution_json,negative_word_cloud_json,courier_comparison_json
district,34-sultanbeyli,,2026-05-01,Getir,2386,34009,37.4,36.4,27.8,41.9,9557.0,345484.43,4895364.37,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,,2026-05-01,Yemeksepeti,1946,39140,44.1,36.3,37.4,37.3,9112.43,171473.65,5393453.96,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,1129,73090,46.6,27.7,25.9,43.0,5356.58,347248.57,3487086.39,10.11,9.06,"[{""label"": ""Uzun bekleme"", ""percent"": 15.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 15.4, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 6.2, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 9.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 6.7, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 19.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 21.7, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 23.2, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 27.3, ""color"": ""#F99F1B""}]",89.2,4.49,4.78,3.28,91.78,231.57,1706541,15,"[[88, 69, 5, 4, 95, 37, 84, 49, 69, 92, 65, 27, 38, 24, 88, 26, 65, 90, 86, 41, 96, 92, 79, 54], [58, 48, 94, 88, 20, 83, 42, 70, 29, 9, 48, 18, 62, 19, 79, 63, 23, 99, 46, 12, 27, 87, 31, 36], [30, 34, 45, 33, 59, 63, 51, 90, 61, 91, 65, 67, 60, 31, 36, 96, 20, 53, 46, 72, 65, 45, 10, 30], [89, 12, 5, 42, 94, 86, 79, 60, 80, 15, 36, 4, 64, 65, 13, 84, 91, 84, 27, 69, 7, 56, 14, 88], [77, 80, 8, 65, 37, 54, 54, 94, 56, 81, 67, 89, 38, 64, 23, 99, 15, 62, 19, 100, 25, 41, 33, 51], [53, 58, 68, 88, 35, 98, 10, 31, 23, 48, 100, 29, 53, 77, 51, 95, 22, 50, 45, 72, 61, 97, 98, 52], [66, 30, 44, 97, 5, 64, 75, 15, 99, 11, 88, 67, 26, 70, 92, 32, 87, 80, 42, 63, 53, 38, 96, 57]]",794,18.67,2.57,"[{""platform_id"": 1, ""percent"": 24.1}, {""platform_id"": 2, ""percent"": 39.4}, {""platform_id"": 3, ""percent"": 36.5}]","[{""stars"": 5, ""percent"": 29.7, ""count"": 919}, {""stars"": 4, ""percent"": 24.8, ""count"": 2172}, {""stars"": 3, ""percent"": 29.0, ""count"": 719}, {""stars"": 2, ""percent"": 25.4, ""count"": 1308}, {""stars"": 1, ""percent"": 8.5, ""count"": 1203}]","[{""text"": ""Yağlı"", ""weight"": 5}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Soğuk"", ""weight"": 3}, {""text"": ""Eksik"", ""weight"": 1}, {""text"": ""Geç"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 25, ""avg_cost"": 32.86, ""monthly_revenue"": 6284, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 39.98, ""monthly_revenue"": 764659, ""churn_label"": ""ORTA""}}"
district,34-sultanbeyli,Balık & Deniz Ürünleri,2026-05-01,Getir,1322,45563,28.6,43.5,40.9,26.3,11467.05,247210.2,3282432.04,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,2590,50298,46.8,44.3,41.2,46.2,4610.2,225114.99,7547490.46,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Börek,2026-05-01,Uber Eats Trendyol Go,942,25924,30.1,38.1,40.3,47.3,6149.52,383047.19,6647350.09,19.97,14.92,"[{""label"": ""Uzun bekleme"", ""percent"": 20.8, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 20.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 12.3, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 9.0, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 23.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 27.7, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 25.3, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 37.9, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 21.6, ""color"": ""#F99F1B""}]",83.6,4.07,4.73,2.87,123.27,202.69,1526352,16,"[[64, 15, 27, 92, 79, 81, 53, 81, 80, 16, 45, 41, 94, 74, 27, 65, 5, 10, 88, 20, 77, 35, 31, 93], [17, 31, 20, 54, 69, 77, 28, 64, 37, 57, 6, 24, 12, 35, 59, 73, 72, 40, 13, 50, 67, 65, 14, 92], [21, 98, 81, 12, 71, 38, 26, 93, 84, 86, 51, 12, 96, 79, 49, 56, 100, 14, 64, 59, 89, 50, 47, 75], [80, 24, 23, 32, 92, 51, 50, 20, 92, 73, 45, 75, 66, 89, 7, 59, 28, 4, 89, 23, 22, 74, 95, 26], [81, 32, 34, 49, 22, 73, 60, 71, 82, 67, 17, 51, 96, 28, 48, 80, 87, 56, 42, 66, 24, 56, 71, 89], [43, 98, 67, 38, 56, 39, 90, 50, 45, 8, 62, 91, 23, 70, 35, 17, 5, 19, 74, 49, 96, 91, 10, 71], [73, 10, 73, 65, 44, 55, 98, 43, 48, 100, 7, 99, 90, 47, 73, 18, 87, 5, 44, 71, 5, 17, 4, 75]]",2777,32.79,3.24,"[{""platform_id"": 1, ""percent"": 32.0}, {""platform_id"": 2, ""percent"": 32.2}, {""platform_id"": 3, ""percent"": 35.8}]","[{""stars"": 5, ""percent"": 34.2, ""count"": 1019}, {""stars"": 4, ""percent"": 22.5, ""count"": 962}, {""stars"": 3, ""percent"": 23.8, ""count"": 1414}, {""stars"": 2, ""percent"": 20.6, ""count"": 2080}, {""stars"": 1, ""percent"": 19.6, ""count"": 1174}]","[{""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Eksik"", ""weight"": 2}, {""text"": ""Soğuk"", ""weight"": 3}, {""text"": ""Yağlı"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 29, ""avg_cost"": 30.53, ""monthly_revenue"": 7702, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 39.61, ""monthly_revenue"": 908281, ""churn_label"": ""ORTA""}}"
district,34-sultanbeyli,Börek,2026-05-01,Getir,2864,78599,46.5,28.1,42.3,42.3,14118.65,192567.14,3572216.68,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Börek,2026-05-01,Yemeksepeti,804,42605,25.0,29.4,30.8,38.7,11026.99,211218.44,7934715.53,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,705,41176,49.1,27.3,30.8,33.0,10967.35,213124.62,3652821.43,13.33,10.49,"[{""label"": ""Uzun bekleme"", ""percent"": 26.6, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 21.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 13.5, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 19.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 10.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 29.0, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 19.7, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 27.1, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 29.4, ""color"": ""#F99F1B""}]",79.4,4.24,4.88,3.92,149.67,217.04,495315,29,"[[100, 42, 66, 96, 33, 53, 59, 50, 30, 82, 60, 86, 71, 71, 48, 71, 61, 42, 68, 99, 80, 91, 91, 48], [87, 50, 61, 18, 35, 18, 84, 82, 72, 36, 37, 37, 96, 80, 53, 12, 59, 35, 76, 44, 27, 47, 65, 36], [65, 65, 65, 39, 34, 60, 85, 24, 14, 22, 32, 68, 39, 69, 62, 60, 51, 53, 13, 83, 14, 74, 100, 76], [70, 64, 46, 51, 67, 79, 89, 72, 32, 20, 97, 27, 80, 9, 85, 7, 11, 45, 79, 5, 44, 40, 48, 98], [18, 60, 33, 52, 45, 74, 50, 40, 8, 45, 97, 76, 12, 77, 32, 39, 42, 27, 41, 56, 20, 88, 98, 64], [17, 21, 28, 82, 33, 35, 11, 56, 47, 34, 29, 51, 28, 95, 51, 82, 64, 44, 78, 89, 73, 6, 77, 54], [24, 68, 27, 97, 94, 19, 80, 55, 4, 71, 66, 75, 66, 84, 45, 85, 64, 68, 87, 74, 22, 93, 64, 28]]",2404,32.04,2.64,"[{""platform_id"": 1, ""percent"": 16.7}, {""platform_id"": 2, ""percent"": 47.6}, {""platform_id"": 3, ""percent"": 35.7}]","[{""stars"": 5, ""percent"": 21.4, ""count"": 1689}, {""stars"": 4, ""percent"": 24.6, ""count"": 1855}, {""stars"": 3, ""percent"": 25.9, ""count"": 2276}, {""stars"": 2, ""percent"": 18.7, ""count"": 1288}, {""stars"": 1, ""percent"": 13.2, ""count"": 1465}]","[{""text"": ""Eksik"", ""weight"": 1}, {""text"": ""Lezzetsiz"", ""weight"": 3}, {""text"": ""Tatsız"", ""weight"": 3}, {""text"": ""Soğuk"", ""weight"": 3}, {""text"": ""Yağlı"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 19, ""avg_cost"": 37.01, ""monthly_revenue"": 4286, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 38.42, ""monthly_revenue"": 1464761, ""churn_label"": ""DÜŞÜK""}}"
district,34-sultanbeyli,Çiğ Köfte,2026-05-01,Getir,834,21128,48.2,37.2,39.2,42.2,5623.22,238923.1,5243195.42,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Çiğ Köfte,2026-05-01,Yemeksepeti,1148,42651,32.2,29.8,31.7,32.6,4862.5,237807.18,5499375.94,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Çorba,2026-05-01,Uber Eats Trendyol Go,777,50068,36.1,29.1,36.0,44.3,11975.99,347108.95,3822952.21,21.03,6.79,"[{""label"": ""Uzun bekleme"", ""percent"": 7.3, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 27.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 20.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 26.2, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 14.2, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 10.7, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 20.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 35.0, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 10.1, ""color"": ""#F99F1B""}]",78.2,3.91,4.6,3.46,80.27,151.33,1121836,25,"[[83, 84, 65, 22, 59, 70, 31, 83, 51, 8, 62, 98, 93, 7, 48, 14, 28, 9, 56, 81, 57, 61, 27, 12], [20, 72, 17, 44, 53, 74, 35, 74, 61, 7, 27, 65, 70, 46, 32, 61, 76, 75, 23, 18, 40, 96, 77, 25], [43, 14, 32, 64, 17, 65, 34, 4, 58, 92, 28, 76, 8, 71, 51, 71, 31, 8, 56, 75, 37, 91, 68, 30], [58, 70, 19, 58, 60, 24, 29, 72, 54, 58, 47, 89, 56, 9, 55, 64, 65, 51, 48, 76, 49, 61, 35, 98], [100, 45, 41, 16, 4, 44, 99, 100, 85, 89, 60, 65, 88, 20, 49, 5, 41, 9, 26, 46, 92, 99, 72, 87], [82, 98, 68, 74, 12, 7, 84, 73, 44, 45, 71, 61, 23, 31, 47, 66, 68, 41, 100, 50, 64, 84, 23, 9], [71, 6, 23, 40, 18, 6, 40, 14, 51, 11, 63, 98, 42, 78, 35, 18, 55, 52, 5, 70, 89, 19, 58, 91]]",969,16.72,2.95,"[{""platform_id"": 1, ""percent"": 37.0}, {""platform_id"": 2, ""percent"": 48.9}, {""platform_id"": 3, ""percent"": 14.0}]","[{""stars"": 5, ""percent"": 12.2, ""count"": 1826}, {""stars"": 4, ""percent"": 19.3, ""count"": 2243}, {""stars"": 3, ""percent"": 19.1, ""count"": 1858}, {""stars"": 2, ""percent"": 23.1, ""count"": 592}, {""stars"": 1, ""percent"": 5.8, ""count"": 938}]","[{""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Tatsız"", ""weight"": 4}, {""text"": ""Bayat"", ""weight"": 1}, {""text"": ""Lezzetsiz"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 5}, {""text"": ""Geç"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 16, ""avg_cost"": 43.54, ""monthly_revenue"": 6149, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 34.1, ""monthly_revenue"": 1022699, ""churn_label"": ""DÜŞÜK""}}"
district,34-sultanbeyli,Çorba,2026-05-01,Getir,1860,48645,41.2,39.8,42.0,41.2,9568.3,160180.04,6388729.74,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Çorba,2026-05-01,Yemeksepeti,2112,33838,39.1,33.1,34.7,46.8,7348.41,231301.86,5549935.76,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Dondurma,2026-05-01,Uber Eats Trendyol Go,898,51753,26.0,39.6,29.7,26.6,12394.95,224196.74,6214111.76,8.68,6.27,"[{""label"": ""Uzun bekleme"", ""percent"": 20.9, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 24.6, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 17.6, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 22.8, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 13.0, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 15.0, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 22.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 43.1, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 24.6, ""color"": ""#F99F1B""}]",76.5,3.78,4.95,3.65,82.18,232.24,1818910,28,"[[67, 84, 25, 44, 17, 42, 5, 91, 77, 52, 18, 98, 60, 10, 76, 78, 68, 61, 30, 13, 67, 5, 79, 68], [18, 54, 56, 72, 75, 17, 32, 6, 33, 84, 73, 41, 52, 81, 17, 90, 27, 74, 16, 50, 10, 16, 52, 36], [45, 37, 56, 53, 23, 51, 60, 33, 18, 23, 48, 32, 57, 17, 20, 60, 55, 79, 68, 61, 54, 26, 24, 100], [78, 49, 67, 99, 85, 78, 43, 66, 39, 50, 8, 75, 11, 84, 76, 86, 68, 82, 61, 19, 63, 33, 87, 32], [15, 47, 67, 16, 58, 8, 39, 26, 52, 14, 37, 36, 61, 15, 57, 46, 8, 37, 37, 17, 51, 27, 59, 37], [40, 48, 91, 88, 68, 98, 85, 22, 80, 57, 98, 80, 40, 97, 51, 36, 15, 88, 90, 77, 18, 32, 97, 63], [75, 9, 36, 80, 68, 66, 58, 21, 6, 81, 28, 74, 28, 60, 35, 80, 54, 45, 98, 25, 43, 26, 64, 89]]",2207,15.05,3.2,"[{""platform_id"": 1, ""percent"": 24.8}, {""platform_id"": 2, ""percent"": 38.7}, {""platform_id"": 3, ""percent"": 36.5}]","[{""stars"": 5, ""percent"": 17.8, ""count"": 1035}, {""stars"": 4, ""percent"": 27.7, ""count"": 1353}, {""stars"": 3, ""percent"": 15.1, ""count"": 848}, {""stars"": 2, ""percent"": 18.7, ""count"": 753}, {""stars"": 1, ""percent"": 8.8, ""count"": 691}]","[{""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 2}, {""text"": ""Az porsiyon"", ""weight"": 2}, {""text"": ""Yağlı"", ""weight"": 4}, {""text"": ""Kötü"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 17, ""avg_cost"": 29.16, ""monthly_revenue"": 5095, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 37.95, ""monthly_revenue"": 1077576, ""churn_label"": ""ORTA""}}"
district,34-sultanbeyli,Dondurma,2026-05-01,Getir,796,75211,25.2,38.3,30.5,28.3,14645.16,240506.95,3706815.64,,,,,,,,,,,,,,,,,,,,
district,34-sultanbeyli,Dondurma,2026-05-01,Yemeksepeti,2471,42234,25.2,33.0,35.8,41.0,9616.09,218467.6,7384072.63,,,,,,,,,,,,,,,,,,,,
district,34-sultangazi,,2026-05-01,Uber Eats Trendyol Go,1204,65686,25.3,28.1,26.4,34.8,6260.74,158154.78,6319795.29,18.13,5.54,"[{""label"": ""Uzun bekleme"", ""percent"": 18.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 7.6, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 20.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 8.8, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 14.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 19.0, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 14.9, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 46.4, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 12.5, ""color"": ""#F99F1B""}]",81.2,4.44,4.72,3.32,153.73,265.84,1964074,18,"[[78, 85, 41, 53, 72, 61, 85, 94, 62, 100, 41, 78, 91, 23, 77, 41, 38, 81, 82, 28, 13, 29, 57, 66], [48, 85, 67, 24, 97, 100, 55, 56, 68, 37, 94, 81, 4, 91, 46, 33, 55, 87, 58, 60, 86, 68, 30, 27], [8, 28, 13, 54, 19, 95, 95, 30, 17, 65, 61, 80, 5, 47, 35, 42, 9, 30, 74, 91, 72, 32, 28, 29], [17, 87, 44, 89, 97, 16, 69, 6, 17, 54, 55, 39, 73, 5, 24, 35, 58, 21, 72, 11, 19, 80, 32, 68], [71, 92, 98, 82, 86, 50, 28, 13, 18, 49, 39, 89, 34, 76, 65, 73, 16, 50, 66, 35, 37, 15, 44, 78], [14, 6, 90, 52, 58, 5, 68, 57, 27, 34, 95, 52, 49, 11, 41, 54, 8, 22, 56, 87, 26, 22, 43, 67], [74, 85, 81, 20, 22, 47, 17, 85, 74, 93, 22, 58, 86, 16, 35, 47, 9, 57, 20, 12, 11, 71, 41, 8]]",816,21.46,2.72,"[{""platform_id"": 1, ""percent"": 35.4}, {""platform_id"": 2, ""percent"": 36.5}, {""platform_id"": 3, ""percent"": 28.2}]","[{""stars"": 5, ""percent"": 33.1, ""count"": 536}, {""stars"": 4, ""percent"": 20.9, ""count"": 2252}, {""stars"": 3, ""percent"": 24.2, ""count"": 1572}, {""stars"": 2, ""percent"": 11.3, ""count"": 1655}, {""stars"": 1, ""percent"": 25.0, ""count"": 1278}]","[{""text"": ""Yağlı"", ""weight"": 4}, {""text"": ""Soğuk"", ""weight"": 3}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Kötü"", ""weight"": 5}, {""text"": ""Tatsız"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 17, ""avg_cost"": 40.26, ""monthly_revenue"": 7564, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 38.99, ""monthly_revenue"": 819234, ""churn_label"": ""ORTA""}}"
district,34-sultangazi,,2026-05-01,Getir,671,49001,48.8,34.4,28.9,38.1,14710.28,170689.27,4402867.5,,,,,,,,,,,,,,,,,,,,
district,34-sultangazi,,2026-05-01,Yemeksepeti,1309,57916,25.4,37.4,37.1,48.9,4287.83,163012.27,7227595.14,,,,,,,,,,,,,,,,,,,,
district,34-sultangazi,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,2102,31605,34.9,25.8,25.1,29.4,11171.69,221136.32,4427082.07,21.51,13.71,"[{""label"": ""Uzun bekleme"", ""percent"": 16.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 18.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 15.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 18.2, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 8.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 14.6, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 19.2, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 36.0, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 27.8, ""color"": ""#F99F1B""}]",93.5,3.7,4.89,3.05,96.22,192.56,1723969,20,"[[45, 36, 8, 18, 41, 79, 89, 90, 35, 74, 91, 41, 66, 51, 41, 34, 86, 14, 68, 72, 55, 43, 50, 80], [38, 62, 73, 10, 11, 64, 84, 77, 26, 98, 38, 100, 58, 31, 55, 56, 80, 70, 34, 65, 48, 50, 85, 87], [50, 86, 6, 39, 47, 73, 35, 73, 67, 50, 8, 5, 98, 67, 99, 63, 8, 82, 78, 10, 97, 28, 18, 60], [22, 16, 84, 13, 33, 50, 79, 94, 68, 4, 40, 28, 30, 34, 18, 100, 51, 90, 57, 78, 57, 37, 6, 18], [10, 14, 43, 55, 7, 15, 83, 90, 29, 30, 45, 27, 4, 59, 25, 26, 53, 10, 91, 76, 30, 13, 53, 99], [39, 20, 53, 55, 33, 33, 18, 52, 16, 41, 10, 74, 23, 28, 17, 4, 12, 64, 14, 92, 61, 19, 81, 78], [41, 44, 63, 98, 36, 9, 46, 18, 81, 89, 85, 77, 50, 7, 74, 13, 80, 94, 5, 4, 100, 46, 56, 60]]",1453,27.75,2.24,"[{""platform_id"": 1, ""percent"": 22.9}, {""platform_id"": 2, ""percent"": 29.6}, {""platform_id"": 3, ""percent"": 47.5}]","[{""stars"": 5, ""percent"": 25.0, ""count"": 678}, {""stars"": 4, ""percent"": 22.1, ""count"": 1685}, {""stars"": 3, ""percent"": 18.6, ""count"": 872}, {""stars"": 2, ""percent"": 15.3, ""count"": 991}, {""stars"": 1, ""percent"": 18.0, ""count"": 357}]","[{""text"": ""Soğuk"", ""weight"": 1}, {""text"": ""Lezzetsiz"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 4}, {""text"": ""Tatsız"", ""weight"": 4}, {""text"": ""Kötü"", ""weight"": 3}, {""text"": ""Yağlı"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 15, ""avg_cost"": 28.37, ""monthly_revenue"": 7760, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 39.5, ""monthly_revenue"": 1084127, ""churn_label"": ""ORTA""}}"
district,34-sultangazi,Balık & Deniz Ürünleri,2026-05-01,Getir,2303,49084,32.2,38.3,36.6,34.2,4939.95,234282.75,3755794.09,,,,,,,,,,,,,,,,,,,,
district,34-sultangazi,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,2531,76606,42.1,43.6,41.9,37.3,12716.18,342108.4,3816073.28,,,,,,,,,,,,,,,,,,,,
district,34-sultangazi,Börek,2026-05-01,Uber Eats Trendyol Go,999,40703,38.2,43.9,35.5,42.6,13283.54,281026.88,7036067.79,7.31,12.79,"[{""label"": ""Uzun bekleme"", ""percent"": 18.8, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 11.2, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 14.5, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 7.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 22.3, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 12.3, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 11.3, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 24.9, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 15.3, ""color"": ""#F99F1B""}]",73.9,4.41,4.75,3.99,186.42,274.58,1221908,21,"[[13, 90, 30, 60, 13, 98, 64, 95, 37, 15, 77, 4, 91, 56, 55, 80, 45, 43, 44, 87, 10, 73, 49, 64], [98, 4, 28, 36, 4, 19, 87, 15, 67, 55, 15, 63, 7, 53, 17, 30, 87, 8, 18, 17, 90, 20, 61, 31], [72, 32, 15, 89, 70, 84, 87, 15, 62, 24, 7, 35, 44, 64, 79, 52, 49, 58, 37, 5, 7, 12, 76, 12], [89, 87, 98, 44, 41, 20, 55, 96, 11, 94, 60, 74, 23, 41, 13, 19, 57, 39, 30, 38, 92, 26, 42, 88], [94, 12, 19, 36, 64, 44, 41, 88, 54, 59, 22, 39, 100, 71, 22, 20, 33, 11, 86, 58, 41, 20, 99, 13], [14, 58, 69, 37, 55, 11, 32, 70, 80, 48, 16, 84, 93, 47, 82, 23, 34, 39, 92, 58, 54, 44, 22, 12], [100, 67, 40, 58, 36, 45, 28, 33, 16, 59, 100, 38, 78, 44, 5, 59, 8, 45, 86, 40, 17, 16, 92, 31]]",2448,34.61,3.39,"[{""platform_id"": 1, ""percent"": 18.6}, {""platform_id"": 2, ""percent"": 22.8}, {""platform_id"": 3, ""percent"": 58.5}]","[{""stars"": 5, ""percent"": 26.9, ""count"": 1812}, {""stars"": 4, ""percent"": 21.4, ""count"": 2417}, {""stars"": 3, ""percent"": 18.6, ""count"": 715}, {""stars"": 2, ""percent"": 25.1, ""count"": 524}, {""stars"": 1, ""percent"": 23.9, ""count"": 1412}]","[{""text"": ""Bayat"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Kötü"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 5}, {""text"": ""Soğuk"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 22, ""avg_cost"": 44.68, ""monthly_revenue"": 5246, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 35.43, ""monthly_revenue"": 1038386, ""churn_label"": ""ORTA""}}"
