scope,district_id,neighborhood,category,period_date,platform,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast,cancel_rate,return_rate,cancel_reasons_json,return_reasons_json,area_performance_score,area_rating,highest_rating,lowest_rating,avg_basket,avg_menu_price,avg_monthly_revenue,courier_fee,hourly_heatmap_json,negative_comment_total,negative_comment_rate,negative_avg_rating,platform_negative_distribution_json,rating_distribution_json,negative_word_cloud_json,courier_comparison_json
neighborhood,34-sancaktepe,Atatürk,Balık & Deniz Ürünleri,2026-05-01,Getir,1188,20678,37.1,31.4,41.8,40.5,5097.34,346712.17,5587016.2,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sancaktepe,Atatürk,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,1392,31615,47.2,42.3,28.7,40.2,13399.31,325628.65,7597617.72,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sancaktepe,Atatürk,Börek,2026-05-01,Uber Eats Trendyol Go,2131,41053,28.8,25.5,37.0,31.5,13353.66,300479.99,6976156.97,14.1,13.67,"[{""label"": ""Uzun bekleme"", ""percent"": 25.7, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 23.3, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 14.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 11.3, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 12.7, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 26.5, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 19.5, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 21.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 18.5, ""color"": ""#F99F1B""}]",70.2,4.01,4.81,2.85,177.8,223.77,1835372,27,"[[40, 26, 31, 57, 40, 95, 51, 50, 53, 23, 49, 37, 21, 24, 54, 49, 96, 7, 56, 32, 8, 42, 36, 15], [55, 63, 87, 26, 70, 41, 78, 43, 47, 31, 50, 86, 21, 84, 46, 56, 86, 96, 89, 16, 8, 33, 52, 80], [16, 94, 55, 90, 20, 69, 74, 96, 60, 48, 8, 88, 71, 59, 49, 90, 9, 56, 26, 79, 69, 45, 87, 78], [21, 30, 84, 21, 99, 82, 66, 51, 99, 98, 5, 21, 79, 84, 18, 4, 54, 81, 66, 37, 35, 56, 41, 77], [53, 63, 66, 30, 14, 47, 83, 57, 73, 29, 23, 43, 8, 72, 22, 13, 74, 14, 28, 19, 45, 15, 50, 18], [76, 39, 67, 43, 97, 21, 71, 70, 19, 9, 93, 9, 56, 35, 78, 33, 80, 97, 82, 25, 10, 15, 25, 87], [64, 65, 56, 11, 22, 30, 37, 100, 35, 91, 15, 48, 62, 47, 100, 83, 39, 48, 98, 12, 14, 33, 38, 30]]",2046,32.48,3.06,"[{""platform_id"": 1, ""percent"": 15.3}, {""platform_id"": 2, ""percent"": 40.2}, {""platform_id"": 3, ""percent"": 44.5}]","[{""stars"": 5, ""percent"": 21.8, ""count"": 1808}, {""stars"": 4, ""percent"": 16.9, ""count"": 941}, {""stars"": 3, ""percent"": 18.4, ""count"": 1016}, {""stars"": 2, ""percent"": 28.0, ""count"": 1468}, {""stars"": 1, ""percent"": 13.7, ""count"": 557}]","[{""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Geç"", ""weight"": 2}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Kötü"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 29, ""avg_cost"": 32.08, ""monthly_revenue"": 3050, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 38.19, ""monthly_revenue"": 787107, ""churn_label"": ""ORTA""}}"
neighborhood,34-sancaktepe,Atatürk,Börek,2026-05-01,Getir,827,20760,30.5,42.0,44.2,37.3,8863.86,161780.13,3209361.02,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sancaktepe,Atatürk,Börek,2026-05-01,Yemeksepeti,2402,32731,28.5,28.5,39.5,28.2,12109.74,399749.53,3049292.37,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sancaktepe,Atatürk,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,1886,61817,27.0,30.6,41.1,27.2,6022.72,234257.06,4321663.83,12.97,10.51,"[{""label"": ""Uzun bekleme"", ""percent"": 9.4, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 27.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 13.1, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 28.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 17.3, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 20.0, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 16.7, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 46.8, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 28.4, ""color"": ""#F99F1B""}]",75.4,3.82,4.82,3.33,154.4,210.1,1977157,26,"[[58, 6, 77, 27, 41, 67, 37, 9, 17, 6, 11, 39, 27, 25, 4, 22, 19, 47, 69, 51, 34, 56, 46, 37], [36, 30, 46, 77, 24, 82, 52, 49, 34, 83, 60, 97, 57, 41, 22, 21, 89, 32, 39, 17, 90, 66, 37, 28], [76, 62, 19, 19, 59, 91, 13, 17, 96, 99, 99, 42, 29, 30, 94, 80, 35, 87, 12, 36, 89, 31, 40, 31], [78, 91, 69, 31, 84, 69, 74, 45, 29, 41, 23, 57, 28, 8, 15, 50, 60, 63, 78, 38, 7, 77, 97, 5], [45, 85, 76, 99, 56, 80, 6, 32, 86, 62, 12, 31, 97, 78, 4, 64, 52, 68, 35, 73, 43, 16, 21, 92], [28, 55, 18, 87, 14, 18, 30, 58, 82, 86, 65, 77, 30, 75, 7, 54, 98, 13, 82, 9, 16, 99, 51, 48], [21, 46, 57, 43, 80, 73, 99, 64, 59, 65, 42, 100, 69, 69, 49, 38, 36, 23, 13, 29, 12, 62, 10, 50]]",2637,26.68,2.33,"[{""platform_id"": 1, ""percent"": 25.6}, {""platform_id"": 2, ""percent"": 30.2}, {""platform_id"": 3, ""percent"": 44.3}]","[{""stars"": 5, ""percent"": 34.1, ""count"": 1497}, {""stars"": 4, ""percent"": 21.7, ""count"": 2329}, {""stars"": 3, ""percent"": 17.3, ""count"": 2310}, {""stars"": 2, ""percent"": 11.2, ""count"": 2294}, {""stars"": 1, ""percent"": 6.1, ""count"": 421}]","[{""text"": ""Yağlı"", ""weight"": 1}, {""text"": ""Geç"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 3}, {""text"": ""Az porsiyon"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Tatsız"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 18, ""avg_cost"": 29.7, ""monthly_revenue"": 6394, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 38.92, ""monthly_revenue"": 937130, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-sancaktepe,Atatürk,Çiğ Köfte,2026-05-01,Getir,2423,69396,37.3,33.4,29.8,26.5,9056.95,371139.15,6343032.83,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sancaktepe,Atatürk,Çiğ Köfte,2026-05-01,Yemeksepeti,2116,53445,29.9,35.1,35.9,39.4,5477.33,239632.56,4427843.94,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Ayazağa,,2026-05-01,Uber Eats Trendyol Go,2745,34137,26.3,28.6,41.3,26.9,6699.97,395234.8,6639917.9,18.77,5.81,"[{""label"": ""Uzun bekleme"", ""percent"": 15.8, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 14.3, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 14.6, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 16.5, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 8.5, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 28.4, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 27.2, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 22.9, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 19.8, ""color"": ""#F99F1B""}]",91.1,4.68,4.87,3.43,164.45,206.42,1637235,17,"[[66, 37, 66, 77, 92, 12, 37, 44, 27, 45, 21, 11, 89, 35, 16, 76, 33, 90, 36, 95, 13, 35, 49, 70], [18, 72, 71, 87, 84, 9, 98, 18, 62, 52, 37, 67, 18, 85, 63, 81, 93, 84, 41, 37, 10, 47, 77, 85], [13, 41, 98, 80, 69, 86, 66, 30, 51, 87, 44, 51, 24, 20, 91, 33, 27, 60, 43, 20, 50, 29, 25, 40], [22, 85, 26, 35, 20, 10, 56, 79, 10, 55, 71, 58, 4, 11, 71, 94, 47, 9, 83, 6, 28, 89, 5, 17], [74, 55, 86, 21, 5, 24, 90, 71, 41, 13, 72, 49, 36, 20, 70, 19, 15, 75, 72, 61, 21, 56, 83, 80], [25, 64, 54, 91, 62, 24, 54, 38, 76, 41, 10, 70, 97, 72, 28, 55, 78, 44, 53, 32, 32, 64, 86, 18], [39, 42, 18, 14, 92, 69, 76, 45, 58, 50, 83, 34, 7, 93, 4, 51, 26, 96, 95, 31, 34, 71, 41, 86]]",1558,19.78,3.33,"[{""platform_id"": 1, ""percent"": 28.9}, {""platform_id"": 2, ""percent"": 47.4}, {""platform_id"": 3, ""percent"": 23.7}]","[{""stars"": 5, ""percent"": 27.8, ""count"": 1012}, {""stars"": 4, ""percent"": 26.7, ""count"": 1894}, {""stars"": 3, ""percent"": 16.7, ""count"": 2331}, {""stars"": 2, ""percent"": 15.4, ""count"": 679}, {""stars"": 1, ""percent"": 22.3, ""count"": 1304}]","[{""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 5}, {""text"": ""Bayat"", ""weight"": 4}, {""text"": ""Kötü"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 29, ""avg_cost"": 34.29, ""monthly_revenue"": 5213, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 26.86, ""monthly_revenue"": 1470401, ""churn_label"": ""ORTA""}}"
neighborhood,34-sarıyer,Ayazağa,,2026-05-01,Getir,1205,28380,36.8,28.3,30.2,39.8,4861.33,289482.01,4897687.17,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Ayazağa,,2026-05-01,Yemeksepeti,1338,21179,37.6,42.3,30.0,46.1,13064.08,224853.41,7020852.03,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Ayazağa,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,2383,65322,49.1,34.6,37.2,41.9,11414.5,221322.17,3273948.04,16.34,13.04,"[{""label"": ""Uzun bekleme"", ""percent"": 8.4, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 26.3, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 22.1, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 24.3, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 11.8, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 15.3, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 12.0, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 33.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 27.6, ""color"": ""#F99F1B""}]",91.9,4.06,4.87,3.67,172.62,259.41,588135,24,"[[81, 91, 11, 53, 80, 10, 65, 11, 84, 6, 20, 38, 90, 25, 90, 39, 45, 80, 68, 78, 41, 60, 74, 87], [45, 6, 95, 55, 100, 29, 17, 90, 48, 74, 52, 20, 71, 48, 95, 33, 25, 93, 35, 31, 14, 78, 14, 55], [41, 94, 38, 59, 65, 96, 67, 54, 76, 69, 26, 81, 22, 36, 9, 53, 44, 86, 40, 25, 18, 23, 8, 24], [71, 44, 34, 31, 31, 72, 7, 29, 90, 80, 25, 37, 89, 42, 96, 24, 47, 43, 86, 56, 54, 23, 83, 78], [78, 65, 70, 74, 31, 18, 52, 56, 84, 24, 97, 26, 37, 48, 70, 96, 56, 93, 4, 38, 70, 71, 45, 98], [66, 62, 72, 39, 6, 91, 85, 89, 72, 68, 41, 33, 47, 18, 14, 9, 81, 85, 80, 26, 79, 45, 80, 70], [83, 50, 55, 67, 97, 78, 22, 23, 65, 93, 8, 78, 84, 6, 98, 74, 57, 58, 4, 96, 10, 48, 95, 38]]",501,33.02,2.55,"[{""platform_id"": 1, ""percent"": 30.7}, {""platform_id"": 2, ""percent"": 40.8}, {""platform_id"": 3, ""percent"": 28.5}]","[{""stars"": 5, ""percent"": 22.0, ""count"": 1659}, {""stars"": 4, ""percent"": 21.3, ""count"": 993}, {""stars"": 3, ""percent"": 16.7, ""count"": 1613}, {""stars"": 2, ""percent"": 18.7, ""count"": 850}, {""stars"": 1, ""percent"": 7.8, ""count"": 623}]","[{""text"": ""Bayat"", ""weight"": 3}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Soğuk"", ""weight"": 4}, {""text"": ""Geç"", ""weight"": 5}, {""text"": ""Tatsız"", ""weight"": 5}, {""text"": ""Yağlı"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 20, ""avg_cost"": 39.91, ""monthly_revenue"": 6910, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 34.47, ""monthly_revenue"": 1213975, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-sarıyer,Ayazağa,Balık & Deniz Ürünleri,2026-05-01,Getir,2333,38599,47.4,40.6,44.0,26.9,6755.83,343011.68,4920374.16,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Ayazağa,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,2694,41341,49.2,38.0,44.7,33.4,13034.04,226879.95,7316403.24,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Ayazağa,Börek,2026-05-01,Uber Eats Trendyol Go,1743,26968,48.9,27.0,44.7,48.8,9112.82,319937.45,6360073.68,22.88,10.08,"[{""label"": ""Uzun bekleme"", ""percent"": 22.9, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 25.4, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 13.4, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 25.4, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 11.5, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 24.0, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 13.6, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 20.4, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 20.7, ""color"": ""#F99F1B""}]",72.5,3.62,4.82,2.94,174.19,244.23,570482,27,"[[92, 21, 57, 49, 83, 52, 18, 58, 29, 44, 10, 26, 32, 22, 31, 12, 37, 24, 23, 29, 48, 42, 72, 9], [86, 88, 12, 38, 82, 55, 8, 79, 16, 91, 42, 36, 63, 70, 49, 31, 70, 5, 100, 44, 88, 62, 83, 39], [12, 96, 13, 33, 33, 20, 75, 32, 38, 75, 40, 18, 4, 78, 29, 58, 13, 72, 43, 71, 27, 6, 19, 72], [50, 57, 47, 36, 49, 31, 43, 24, 58, 23, 87, 51, 67, 98, 95, 4, 99, 28, 98, 85, 43, 52, 23, 87], [73, 93, 23, 38, 41, 52, 52, 73, 30, 13, 98, 21, 84, 16, 15, 88, 31, 55, 77, 98, 33, 19, 38, 91], [22, 67, 64, 28, 90, 41, 79, 16, 4, 47, 35, 42, 27, 15, 30, 27, 95, 77, 78, 62, 21, 59, 91, 63], [79, 29, 40, 57, 74, 14, 39, 91, 47, 82, 35, 17, 9, 6, 23, 27, 82, 97, 72, 33, 91, 79, 55, 7]]",2118,21.84,3.12,"[{""platform_id"": 1, ""percent"": 17.9}, {""platform_id"": 2, ""percent"": 19.3}, {""platform_id"": 3, ""percent"": 62.9}]","[{""stars"": 5, ""percent"": 15.6, ""count"": 869}, {""stars"": 4, ""percent"": 27.3, ""count"": 2289}, {""stars"": 3, ""percent"": 17.8, ""count"": 1059}, {""stars"": 2, ""percent"": 15.5, ""count"": 2131}, {""stars"": 1, ""percent"": 7.5, ""count"": 874}]","[{""text"": ""Tatsız"", ""weight"": 5}, {""text"": ""Soğuk"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 3}, {""text"": ""Yağlı"", ""weight"": 4}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 22, ""avg_cost"": 34.52, ""monthly_revenue"": 5646, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 27.44, ""monthly_revenue"": 1126559, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-sarıyer,Ayazağa,Börek,2026-05-01,Getir,1238,27232,45.5,41.5,29.9,50.0,10908.75,171010.72,7479736.22,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Ayazağa,Börek,2026-05-01,Yemeksepeti,2711,46921,32.4,37.7,31.0,36.7,9010.55,387273.33,6158886.45,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Ayazağa,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,2832,78561,42.3,31.6,27.9,42.7,10082.74,205963.7,7764296.99,8.92,11.53,"[{""label"": ""Uzun bekleme"", ""percent"": 16.0, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 8.4, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 21.0, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 21.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 23.5, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 24.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 14.4, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 33.6, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 20.9, ""color"": ""#F99F1B""}]",79.1,4.72,4.58,3.82,100.16,156.73,595161,21,"[[54, 43, 41, 57, 7, 86, 90, 97, 88, 13, 14, 35, 84, 21, 35, 45, 6, 26, 15, 31, 48, 16, 21, 42], [71, 89, 48, 82, 81, 97, 10, 26, 62, 84, 33, 88, 56, 61, 57, 67, 7, 72, 85, 56, 76, 87, 42, 26], [8, 53, 73, 98, 11, 21, 86, 69, 22, 70, 65, 15, 6, 45, 33, 4, 30, 97, 15, 53, 46, 35, 83, 28], [89, 35, 100, 14, 26, 15, 57, 91, 79, 12, 31, 87, 69, 71, 88, 92, 49, 29, 27, 6, 68, 70, 70, 38], [50, 67, 83, 40, 67, 10, 53, 60, 4, 48, 4, 5, 53, 74, 54, 93, 26, 61, 32, 67, 46, 90, 91, 21], [4, 98, 79, 10, 57, 37, 13, 34, 87, 52, 66, 86, 76, 85, 65, 46, 42, 11, 49, 28, 14, 82, 38, 8], [82, 52, 63, 79, 38, 81, 88, 50, 79, 32, 55, 69, 98, 22, 39, 86, 34, 40, 28, 17, 71, 5, 26, 13]]",1290,15.46,2.99,"[{""platform_id"": 1, ""percent"": 20.2}, {""platform_id"": 2, ""percent"": 30.1}, {""platform_id"": 3, ""percent"": 49.8}]","[{""stars"": 5, ""percent"": 32.9, ""count"": 2259}, {""stars"": 4, ""percent"": 24.6, ""count"": 2248}, {""stars"": 3, ""percent"": 18.6, ""count"": 1522}, {""stars"": 2, ""percent"": 23.4, ""count"": 2134}, {""stars"": 1, ""percent"": 10.6, ""count"": 792}]","[{""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 4}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Geç"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 18, ""avg_cost"": 27.15, ""monthly_revenue"": 7111, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 33.49, ""monthly_revenue"": 1105224, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-sarıyer,Ayazağa,Çiğ Köfte,2026-05-01,Getir,2663,39905,38.6,29.2,35.0,30.1,4494.66,285487.6,3217891.3,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Ayazağa,Çiğ Köfte,2026-05-01,Yemeksepeti,2291,46285,33.9,41.3,40.8,30.5,8276.35,268716.35,3789532.75,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Baltalimanı,,2026-05-01,Uber Eats Trendyol Go,1384,54958,46.5,37.4,43.8,39.5,14464.61,163528.12,5851630.53,7.46,11.93,"[{""label"": ""Uzun bekleme"", ""percent"": 15.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 20.4, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 22.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 13.7, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 21.3, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 10.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 22.4, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 32.0, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 15.3, ""color"": ""#F99F1B""}]",72.4,4.09,4.62,3.95,120.33,199.25,1102729,26,"[[8, 96, 87, 10, 92, 7, 62, 29, 49, 99, 83, 7, 7, 64, 42, 10, 18, 85, 24, 33, 58, 53, 52, 42], [100, 78, 23, 62, 47, 100, 71, 26, 9, 100, 56, 35, 53, 57, 14, 67, 13, 68, 61, 69, 77, 37, 53, 48], [25, 77, 79, 6, 42, 31, 58, 94, 60, 75, 96, 21, 11, 54, 14, 61, 45, 55, 86, 77, 71, 63, 71, 57], [96, 29, 55, 60, 9, 62, 23, 43, 19, 28, 87, 28, 42, 88, 36, 87, 47, 29, 64, 56, 11, 64, 64, 46], [44, 58, 23, 26, 83, 26, 30, 64, 50, 87, 25, 60, 64, 82, 60, 100, 44, 71, 70, 64, 4, 59, 40, 43], [81, 13, 99, 95, 33, 25, 10, 88, 21, 97, 32, 66, 94, 93, 45, 85, 51, 71, 61, 54, 98, 62, 53, 5], [18, 61, 25, 84, 93, 96, 13, 82, 73, 23, 13, 76, 68, 30, 82, 59, 20, 15, 59, 47, 95, 67, 57, 68]]",2613,27.42,2.77,"[{""platform_id"": 1, ""percent"": 34.6}, {""platform_id"": 2, ""percent"": 38.1}, {""platform_id"": 3, ""percent"": 27.3}]","[{""stars"": 5, ""percent"": 15.3, ""count"": 1871}, {""stars"": 4, ""percent"": 27.0, ""count"": 1716}, {""stars"": 3, ""percent"": 20.4, ""count"": 2035}, {""stars"": 2, ""percent"": 17.9, ""count"": 661}, {""stars"": 1, ""percent"": 7.2, ""count"": 652}]","[{""text"": ""Geç"", ""weight"": 5}, {""text"": ""Bayat"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 3}, {""text"": ""Soğuk"", ""weight"": 2}, {""text"": ""Tatsız"", ""weight"": 5}, {""text"": ""Kötü"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 26, ""avg_cost"": 41.54, ""monthly_revenue"": 5586, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 39.43, ""monthly_revenue"": 1128291, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-sarıyer,Baltalimanı,,2026-05-01,Getir,2264,58704,33.1,26.1,30.0,45.0,5926.95,184942.75,3087618.64,,,,,,,,,,,,,,,,,,,,
neighborhood,34-sarıyer,Baltalimanı,,2026-05-01,Yemeksepeti,1755,43337,36.5,30.6,38.2,40.8,12922.81,371031.87,7693854.46,,,,,,,,,,,,,,,,,,,,
